model,model_size,checkpoint,step,tokens,word1,word2,phrase_AB,phrase_BA,overall_freq,rel_freq,layer,n_sentences_AB,n_sentences_BA,norm_AB,norm_BA,sum_sigma,self_sim_AB,self_sim_BA,self_sim_ratio,procrustes_dist,rotation_cost
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,comings,goings,comings and goings,goings and comings,18,0.8888888888888888,12,500,500,84.40052795410156,85.68663024902344,7196.47607421875,-0.0285484716296196,-0.0294276513159275,1.0307960334169253,0.0995045751333236,598.6774291992188
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,heir,son,heir and son,son and heir,56,0.0,12,500,500,83.51646423339844,83.81526184082031,6955.68603515625,-0.0279529932886362,-0.0281563028693199,1.0072732668943314,0.1123200803995132,525.4619140625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,coat,hat,coat and hat,hat and coat,100,0.47,12,500,500,117.1927261352539,117.10401153564452,13630.3203125,-0.0550391152501106,-0.0549633204936981,0.9986228928995664,0.1167259737849235,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,crime,punishment,crime and punishment,punishment and crime,12,1.0,12,500,500,115.36136627197266,113.82392120361328,13078.7216796875,-0.0533352568745613,-0.0519273914396762,0.9736034751234784,0.0907442793250083,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,earth,sky,earth and sky,sky and earth,21,0.8571428571428571,12,500,500,117.235595703125,118.96724700927734,13826.607421875,-0.0550767518579959,-0.0567262694239616,1.029949434386011,0.1313481330871582,355.405517578125
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,faith,love,faith and love,love and faith,16,0.5,12,500,500,128.47390747070312,125.68284606933594,16038.0654296875,-0.0661456063389778,-0.063311330974102,0.9571509655478716,0.1195043623447418,562.99462890625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,mother,son,mother and son,son and mother,39,0.9743589743589745,12,500,500,71.72551727294922,77.60420227050781,5554.5625,-0.0206189304590225,-0.0241379234939813,1.1706680684506108,0.0979971960186958,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,cents,dollars,cents and dollars,dollars and cents,6,0.0,12,500,500,120.95866394042967,120.6645050048828,14458.765625,-0.0586307272315025,-0.0583563968539238,0.9953210476735936,0.1370284408330917,1174.5816650390625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,turns,twists,turns and twists,twists and turns,26,0.1153846153846153,12,500,500,84.05423736572266,86.18374633789062,7164.376953125,-0.0283126011490821,-0.0297700893133878,1.0514784267482584,0.1485919505357742,610.0939331054688
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,fire,police,fire and police,police and fire,16,0.0625,12,500,500,91.9107437133789,93.30400848388672,8561.56640625,-0.0338568501174449,-0.034892339259386,1.0305843319254182,0.0587908402085304,179.38381958007812
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,months,years,months and years,years and months,19,0.8947368421052632,12,500,500,121.24767303466795,119.95846557617188,14424.8046875,-0.0589128732681274,-0.0576754808425903,0.9789962302482612,0.129526138305664,974.1979370117188
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,editor,publisher,editor and publisher,publisher and editor,11,0.5454545454545454,12,500,500,44.66021728515625,44.11365509033203,1965.852783203125,-0.0079939039424061,-0.0077996575273573,0.975700681863539,0.0674141645431518,241.58078002929688
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,aunts,uncles,aunts and uncles,uncles and aunts,51,0.6274509803921569,12,500,500,99.84645080566406,98.24018096923828,9766.146484375,-0.0399532504379749,-0.038681898266077,0.9681790052633744,0.0955724269151687,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,research,training,research and training,training and research,12,0.3333333333333333,12,500,500,121.03907012939452,120.47029876708984,14442.7021484375,-0.0587088353931903,-0.0581687092781066,0.9907999177386791,0.1384384781122207,666.9892578125
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,eyes,hair,eyes and hair,hair and eyes,37,0.4864864864864865,12,500,500,121.95491027832033,119.89063262939452,14491.556640625,-0.0596032887697219,-0.057610273361206,0.9665619892852564,0.1354348957538604,604.2957763671875
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,methods,principles,methods and principles,principles and methods,1,0.0,12,500,500,111.68104553222656,110.45999145507812,12200.53515625,-0.0499818138778209,-0.0489034466445446,0.9784248079529004,0.1495798826217651,778.382568359375
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,city,country,city and country,country and city,6,0.8333333333333334,12,500,500,102.8011703491211,101.38014221191406,10385.9970703125,-0.042353868484497,-0.0411941148340702,0.9726175272312758,0.0848622471094131,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,bread,cheese,bread and cheese,cheese and bread,96,0.78125,12,500,500,121.39689636230467,123.23741912841795,14813.927734375,-0.0590561181306839,-0.0608715824782848,1.030741342388667,0.1397972106933593,948.621826171875
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,location,size,location and size,size and location,2,0.5,12,500,500,89.77153778076172,88.86323547363281,7951.4921875,-0.0322976112365722,-0.031649999320507,0.979948612566991,0.081629991531372,644.3231811523438
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,childhood,infancy,childhood and infancy,infancy and childhood,2,0.0,12,500,500,120.03626251220705,119.02964782714844,14136.1171875,-0.0577402338385582,-0.056785799562931,0.9834702041855988,0.1466081142425537,196.9496612548828
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,morning,night,morning and night,night and morning,49,0.3673469387755102,12,500,500,116.5205307006836,116.54122161865234,13446.7490234375,-0.0544072762131691,-0.0544362924993038,1.0005333162796284,0.1397858411073684,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,council,governor,council and governor,governor and council,1,0.0,12,500,500,84.20724487304688,85.2793197631836,7158.81689453125,-0.0284184161573648,-0.0291485451161861,1.0256921059491233,0.0793482139706611,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,age,day,age and day,day and age,54,0.0,12,500,500,120.9985809326172,121.01876831054688,14538.4619140625,-0.0586717389523983,-0.0586995631456375,1.00047423501904,0.1195380985736846,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,body,face,body and face,face and body,22,0.1818181818181818,12,500,500,118.72129821777344,120.17330169677734,14148.98046875,-0.056481797248125,-0.0578822530806064,1.024794817104158,0.1284850537776947,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,hair,skin,hair and skin,skin and hair,22,0.4545454545454545,12,500,500,126.57505798339844,126.83625793457033,15935.056640625,-0.0642012059688568,-0.0644786953926086,1.0043221839771428,0.1217763647437095,10.629152297973633
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,nitrogen,oxygen,nitrogen and oxygen,oxygen and nitrogen,11,0.5454545454545454,12,500,500,97.77747344970705,98.26231384277344,9553.1171875,-0.0383144542574882,-0.0386993251740932,1.0100450580352394,0.1065810471773147,923.3854370117188
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,piano,violin,piano and violin,violin and piano,13,0.4615384615384615,12,500,500,120.66205596923828,121.8704833984375,14587.0078125,-0.0583452582359313,-0.0595287159085273,1.0202836992821325,0.1265155375003814,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,ceiling,walls,ceiling and walls,walls and ceiling,16,0.3125,12,500,500,105.3568115234375,105.2077407836914,11026.81640625,-0.0444841012358665,-0.0443634018301963,0.9972866844037112,0.1019713506102562,737.7562866210938
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,color,texture,color and texture,texture and color,8,1.0,12,500,500,113.82892608642578,113.40169525146484,12815.7255859375,-0.051924392580986,-0.0515428632497787,0.992652213877857,0.1201082840561866,726.724853515625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,environment,heredity,environment and heredity,heredity and environment,2,0.0,12,500,500,120.73979949951172,120.35565185546876,14413.474609375,-0.0584207028150558,-0.0580580458045005,0.9937923203063246,0.1278118044137954,527.6256713867188
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,everybody,everything,everybody and everything,everything and everybody,45,0.6,12,500,500,115.14582824707033,112.77971649169922,12855.181640625,-0.0531304292380809,-0.0509790144860744,0.9595069194271724,0.1450109332799911,623.664306640625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,bacon,eggs,bacon and eggs,eggs and bacon,76,0.6447368421052632,12,500,500,116.18446350097656,115.31330108642578,13268.142578125,-0.0540951341390609,-0.0532952211797237,0.9852128482151292,0.1397523730993271,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,paper,pen,paper and pen,pen and paper,57,0.3508771929824561,12,500,500,125.5955810546875,126.1026611328125,15707.8408203125,-0.0632119178771972,-0.0637349933385849,1.0082749500245165,0.1279780864715576,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,concrete,steel,concrete and steel,steel and concrete,11,0.5454545454545454,12,500,500,117.91812896728516,113.52163696289062,13283.1748046875,-0.0557220019400119,-0.0516519509255886,0.9269579183675952,0.132279559969902,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,color,light,color and light,light and color,5,0.8,12,500,500,128.58494567871094,129.09146118164062,16499.3515625,-0.0662586092948913,-0.0667919963598251,1.0080500793875689,0.1095491424202919,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,friends,relations,friends and relations,relations and friends,41,0.6585365853658537,12,500,500,122.86590576171876,122.15528106689452,14909.033203125,-0.0604973100125789,-0.0598072633147239,0.9885937623059352,0.1157361716032028,987.13525390625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,boots,shoes,boots and shoes,shoes and boots,21,0.9523809523809524,12,500,500,124.54521942138672,124.60321044921876,15374.314453125,-0.0621585510671138,-0.0622282959520816,1.0011220481135814,0.1363961845636367,903.7819213867188
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,hearing,sight,hearing and sight,sight and hearing,25,0.08,12,500,500,121.96759033203124,122.22386169433594,14811.71484375,-0.0596164502203464,-0.0598744340240955,1.0043273929057426,0.1131728515028953,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,expense,time,expense and time,time and expense,1,0.0,12,500,500,116.74789428710938,117.59693145751952,13617.953125,-0.0546212345361709,-0.0554270073771476,1.0147520071235872,0.12704399228096,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,flowers,plants,flowers and plants,plants and flowers,26,0.3846153846153846,12,500,500,122.75305938720705,123.81204223632812,15066.421875,-0.0603840537369251,-0.0614405646920204,1.0174965225040735,0.1314534544944763,151.70095825195312
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,beauty,truth,beauty and truth,truth and beauty,3,0.0,12,500,500,120.83667755126952,122.47184753417967,14659.91796875,-0.0585127659142017,-0.0601176470518112,1.027427880267406,0.1368774771690368,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,bone,flesh,bone and flesh,flesh and bone,16,0.0625,12,500,500,119.9748077392578,120.31429290771484,14315.716796875,-0.0576804466545581,-0.0580181516706943,1.0058547573003145,0.128238245844841,971.5227661132812
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,doubts,fears,doubts and fears,fears and doubts,21,0.9523809523809524,12,500,500,112.8609619140625,112.60260772705078,12627.892578125,-0.0510456897318363,-0.0508190207183361,0.9955594876924772,0.1127399280667305,1121.5579833984375
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,fits,starts,fits and starts,starts and fits,8,1.0,12,500,500,103.2701187133789,104.73713684082033,10720.9755859375,-0.0427371561527252,-0.0439674034714698,1.0287863636585517,0.1325154900550842,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,light,sound,light and sound,sound and light,3,0.3333333333333333,12,500,500,125.5817413330078,125.2428207397461,15622.1962890625,-0.0632005929946899,-0.0628687888383865,0.9947499834957042,0.1162960827350616,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,beauty,youth,beauty and youth,youth and beauty,25,0.12,12,500,500,127.6532211303711,128.93661499023438,16325.6220703125,-0.0653001889586448,-0.0666318610310554,1.020393081454235,0.1271450817584991,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,fiction,poetry,fiction and poetry,poetry and fiction,3,0.3333333333333333,12,500,500,129.52688598632812,132.94158935546875,17072.62109375,-0.067233107984066,-0.0708355233073234,1.0535809726974277,0.1314620226621627,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,needle,thread,needle and thread,thread and needle,34,0.8235294117647058,12,500,500,103.38155364990234,104.6715850830078,10760.443359375,-0.0428315587341785,-0.0439123846590518,1.0252343355417248,0.1059555560350418,826.2593994140625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,back,shoulders,back and shoulders,shoulders and back,14,0.5714285714285714,12,500,500,124.4530029296875,123.89479064941406,15313.4794921875,-0.0620679147541523,-0.0615227222442626,0.9912161941955182,0.1173848807811737,538.2454833984375
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,crime,violence,crime and violence,violence and crime,2,0.0,12,500,500,131.78604125976562,131.87408447265625,17232.533203125,-0.0695981830358505,-0.069702498614788,1.0014988261817668,0.1298595964908599,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,force,violence,force and violence,violence and force,2,0.5,12,500,500,128.6051483154297,128.651611328125,16417.109375,-0.0662776976823806,-0.0663376152515411,1.000904038179594,0.1244408786296844,245.1596221923828
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,eggs,ham,eggs and ham,ham and eggs,57,0.4736842105263157,12,500,500,122.35553741455078,125.93961334228516,15299.98046875,-0.0599956139922142,-0.0635702833533287,1.059582178150196,0.1208658441901207,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,bone,muscle,bone and muscle,muscle and bone,15,0.8,12,500,500,119.79983520507812,120.03211975097656,14243.8984375,-0.0575121007859706,-0.0577463246881961,1.0040726020963335,0.1373783648014068,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,debate,discussion,debate and discussion,discussion and debate,7,0.4285714285714285,12,500,500,113.51203155517578,114.54255676269533,12845.3271484375,-0.051633458584547,-0.0525851584970951,1.018431845137581,0.1547825634479522,533.520751953125
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,errors,omissions,errors and omissions,omissions and errors,0,,12,500,500,116.37140655517578,114.57376098632812,13204.177734375,-0.0542679876089096,-0.0526138097047805,0.9695183481641128,0.1410310417413711,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,brother,mother,brother and mother,mother and brother,24,0.1666666666666666,12,500,500,84.82302856445312,82.41570281982422,6978.57470703125,-0.0288363266736269,-0.0272238403558731,0.944081424239498,0.0666194930672645,137.30911254882812
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,face,figure,face and figure,figure and face,19,0.8947368421052632,12,500,500,121.8709716796875,121.17484283447266,14678.041015625,-0.0595204271376132,-0.0588510669767856,0.9887541102606664,0.1106557250022888,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,chairs,table,chairs and table,table and chairs,81,0.1234567901234567,12,500,500,114.62456512451172,114.97731018066406,13060.541015625,-0.052651610225439,-0.0529850907623767,1.0063337196243352,0.1340326815843582,1268.993896484375
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,ammunition,guns,ammunition and guns,guns and ammunition,21,0.0,12,500,500,119.36384582519533,119.30549621582033,14098.8251953125,-0.0570952035486698,-0.0570493042469024,0.9991960918095648,0.1412232220172882,766.4678955078125
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,concord,lexington,concord and lexington,lexington and concord,14,0.1428571428571428,12,500,500,114.3029327392578,111.74634552001952,12645.78515625,-0.0523579642176628,-0.0500490814447402,0.9559019758040244,0.1445274651050567,184.4112243652344
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,ice,water,ice and water,water and ice,10,0.4,12,500,500,123.02129364013672,121.97811126708984,14867.08203125,-0.0606475211679935,-0.059633906930685,0.9832867985733368,0.1368716061115265,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,fun,games,fun and games,games and fun,25,0.92,12,500,500,120.2823715209961,119.8409652709961,14290.37109375,-0.0579769164323806,-0.0575625523924827,0.9928529479421142,0.1316629946231842,861.9085083007812
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,breakfast,dinner,breakfast and dinner,dinner and breakfast,6,0.8333333333333334,12,500,500,122.5092315673828,120.966796875,14672.4013671875,-0.0601457171142101,-0.0586491599678993,0.9751178102429304,0.1423880159854889,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,comfort,ease,comfort and ease,ease and comfort,15,0.2,12,500,500,118.61277770996094,119.48045349121094,14003.447265625,-0.0563785023987293,-0.0572167485952377,1.0148681884201185,0.1537988632917404,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,father,uncle,father and uncle,uncle and father,20,0.95,12,500,500,91.0592803955078,92.2267837524414,8377.486328125,-0.0332315191626548,-0.0340913012623786,1.0258724885707309,0.0707710608839988,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,health,spirits,health and spirits,spirits and health,20,0.95,12,500,500,130.3134765625,130.0885772705078,16846.095703125,-0.0680510550737381,-0.0678278058767318,0.9967193866904148,0.11204394698143,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,names,numbers,names and numbers,numbers and names,3,1.0,12,500,500,114.62857818603516,114.95060729980467,13030.626953125,-0.0526542179286479,-0.0529604852199554,1.0058165765888398,0.1486800760030746,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,rights,wrongs,rights and wrongs,wrongs and rights,6,1.0,12,500,500,114.64270782470705,114.4498062133789,13023.6171875,-0.052669633179903,-0.0525000281631946,0.9967798329612616,0.121846817433834,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,crannies,nooks,crannies and nooks,nooks and crannies,6,0.0,12,500,500,107.78346252441406,105.7664031982422,11294.37109375,-0.0465556122362613,-0.0448357947170734,0.9630588572123128,0.1386547088623047,614.6378173828125
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,power,resources,power and resources,resources and power,2,1.0,12,500,500,121.63764190673828,121.43502044677734,14619.373046875,-0.0592899657785892,-0.0591040588915348,0.9968644460388342,0.1434458196163177,467.6873168945313
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,flame,smoke,flame and smoke,smoke and flame,47,0.5106382978723404,12,500,500,118.59993743896484,121.6876449584961,14271.490234375,-0.0563666112720966,-0.0593502335250377,1.0529324397121975,0.1494746506214141,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,faith,life,faith and life,life and faith,8,1.0,12,500,500,129.42364501953125,127.9841537475586,16440.18359375,-0.0671271011233329,-0.065651074051857,0.9780114581625672,0.1235552802681922,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,wisdom,wit,wisdom and wit,wit and wisdom,9,0.0,12,500,500,117.07440948486328,115.31426239013672,13369.423828125,-0.0549269616603851,-0.0532961040735244,0.9703086146118132,0.1411556750535965,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,novelist,poet,novelist and poet,poet and novelist,20,0.35,12,500,500,113.90664672851562,114.05427551269533,12917.8544921875,-0.0519969388842582,-0.0521377809345722,1.0027086604199422,0.106445237994194,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,arizona,california,arizona and california,california and arizona,4,0.75,12,500,500,116.02288818359376,115.09841918945312,13284.5673828125,-0.0539483428001403,-0.0530967749655246,0.98421512523989,0.1027350947260856,1117.00341796875
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,crops,livestock,crops and livestock,livestock and crops,3,0.3333333333333333,12,500,500,118.6073989868164,118.7118148803711,13930.6787109375,-0.0563733056187629,-0.0564829409122467,1.001944808669287,0.1456242799758911,926.3049926757812
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,glass,steel,glass and steel,steel and glass,7,0.7142857142857143,12,500,500,121.5764617919922,117.90133666992188,14213.140625,-0.0592320002615451,-0.0557143278419971,0.9406119596836948,0.1355160474777221,261.6668395996094
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,bar,grill,bar and grill,grill and bar,7,1.0,12,500,500,78.5450210571289,76.86681365966797,6019.193359375,-0.0247257221490144,-0.0236813891679048,0.9577632970711336,0.08170185983181,365.8009948730469
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,influence,prestige,influence and prestige,prestige and influence,0,,12,500,500,104.4274444580078,104.34217071533205,10811.3037109375,-0.0437022969126701,-0.0436364263296127,0.9984927432260818,0.1248741373419761,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,cotton,tobacco,cotton and tobacco,tobacco and cotton,3,1.0,12,500,500,117.12139892578124,120.11532592773438,13916.1875,-0.0549699515104293,-0.0578264147043228,1.0519640842934248,0.1472285687923431,343.1351013183594
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,church,community,church and community,community and church,1,1.0,12,500,500,83.2096176147461,83.10015106201172,6892.080078125,-0.0277493614703416,-0.0276778936386108,0.9974245233784126,0.0810058861970901,284.94610595703125
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,courage,hope,courage and hope,hope and courage,6,0.5,12,500,500,120.0644760131836,120.13440704345705,14292.7158203125,-0.0577671863138675,-0.0578447878360748,1.0013433495234756,0.1348187029361724,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,teaching,writing,teaching and writing,writing and teaching,8,0.5,12,500,500,115.3334503173828,113.1988754272461,13012.8671875,-0.0533095002174377,-0.0513586550951004,0.9634053008491869,0.0838322341442108,1186.6729736328125
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,example,precept,example and precept,precept and example,5,0.4,12,500,500,117.24195098876952,116.8323211669922,13574.7890625,-0.0550854504108428,-0.0547085776925087,0.9931583981700544,0.1342166066169738,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,gin,tonic,gin and tonic,tonic and gin,26,1.0,12,500,500,111.96217346191406,109.52879333496094,12179.515625,-0.0502355545759201,-0.0480823889374733,0.9571386111565112,0.1201056391000747,900.4176025390625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,brush,trees,brush and trees,trees and brush,3,0.0,12,500,500,121.7790756225586,120.51522827148438,14577.767578125,-0.0594306141138076,-0.0582121014595031,0.9794968860329948,0.1169144660234451,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,pad,pencil,pad and pencil,pencil and pad,8,0.75,12,500,500,116.8909912109375,116.46202850341795,13491.2294921875,-0.0547545365989208,-0.0543623380362987,0.9928371494494612,0.1342486590147018,732.138916015625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,chair,table,chair and table,table and chair,26,0.2692307692307692,12,500,500,113.44901275634766,114.40621948242188,12869.431640625,-0.0515777580440044,-0.0524600446224212,1.0171059505468245,0.1298227608203888,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,houses,shops,houses and shops,shops and houses,14,0.7857142857142857,12,500,500,125.57268524169922,125.90321350097656,15677.4013671875,-0.0631879270076751,-0.0635335370898246,1.0054695587989066,0.1293729990720749,323.4849853515625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,libraries,museums,libraries and museums,museums and libraries,9,0.6666666666666666,12,500,500,113.14759063720705,114.70848846435548,12881.7685546875,-0.051305703818798,-0.0527376197278499,1.027909487687941,0.1223212406039238,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,flames,smoke,flames and smoke,smoke and flames,14,0.2857142857142857,12,500,500,122.43982696533205,127.07117462158205,15424.80078125,-0.0600780248641967,-0.0647177696228027,1.0772286500612138,0.1337819397449493,244.00543212890625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,guidance,information,guidance and information,information and guidance,1,1.0,12,500,500,110.25959777832033,108.75039672851562,11857.6728515625,-0.0487174727022647,-0.0474013946950435,0.9729855032656478,0.1506700962781906,347.57720947265625
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,stress,tension,stress and tension,tension and stress,2,0.0,12,500,500,123.98731231689452,123.23963928222656,15158.537109375,-0.0616046600043773,-0.0608737766742706,0.9881359083865604,0.1266941875219345,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,days,years,days and years,years and days,7,0.7142857142857143,12,500,500,120.04322814941406,117.92761993408205,14046.74609375,-0.0577479936182498,-0.0557391718029975,0.9652139981081964,0.1268594563007354,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,actions,feelings,actions and feelings,feelings and actions,2,0.0,12,500,500,130.56497192382812,132.0313720703125,17121.236328125,-0.0683135315775871,-0.0698688626289367,1.0227675398333516,0.1166043952107429,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,energy,money,energy and money,money and energy,1,1.0,12,500,500,123.10508728027344,123.0966796875,14991.0224609375,-0.0607304237782955,-0.0607326291501522,1.000036314119341,0.1465892493724823,809.5380249023438
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,anguish,pain,anguish and pain,pain and anguish,2,0.0,12,500,500,103.6935806274414,100.59388732910156,10354.5498046875,-0.0430899262428283,-0.040557637810707,0.9412324723451404,0.126680240035057,467.7823486328125
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,colors,forms,colors and forms,forms and colors,0,,12,500,500,123.27684783935548,122.44119262695312,14960.703125,-0.0608999133110046,-0.0600875504314899,0.9866606890659088,0.1336080431938171,152.43777465820312
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,meaning,origin,meaning and origin,origin and meaning,5,0.2,12,500,500,81.1470718383789,81.79483032226562,6614.61865234375,-0.0263903960585594,-0.0268152076750993,1.0160972050437331,0.0829223319888114,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,freedom,security,freedom and security,security and freedom,1,1.0,12,500,500,129.40142822265625,131.0951385498047,16818.873046875,-0.0671020895242691,-0.0688815042376518,1.0265180224043418,0.1305528730154037,0.0
znhoughton/opt-babylm-125m-20eps-seed964,125m,step-24,24,39321600,gratitude,joy,gratitude and joy,joy and gratitude,16,0.3125,12,500,500,110.8517837524414,106.0595245361328,11658.798828125,-0.0492446795105934,-0.0450846552848815,0.9155233770012264,0.1395769566297531,1079.54150390625
